"id.time3","level_3"
"A1BG","0.14948514330276"
"A1BG-AS1","0.150274611047687"
"A1CF","0.151209699763843"
"A2M","0.152457616233038"
"A2M-AS1","0.152870508898218"
"A2ML1","0.148705450719367"
"A2ML1-AS1","0.149835737011514"
"A2ML1-AS2","0.15192582328737"
"A4GALT","0.15192582328737"
"A4GNT","0.152215294630394"
"AAAS","0.150564727384074"
"AACS","0.150564727384074"
"AADAC","0.153577881390479"
"AADACL2","0.15192582328737"
"AADACL2-AS1","0.148951708599353"
"AADACL3","0.151500542547708"
"AADACL4","0.15192582328737"
"AADAT","0.149986455652108"
"AAED1","0.149813631920417"
"AAGAB","0.149598725111793"
"AAK1","0.150122629796143"
"AAMDC","0.150548049499139"
"AAMP","0.151606887956614"
"AANAT","0.150564727384074"
"AAR2","0.151368497672031"
"AARD","0.15192582328737"
"AARS","0.150524362581243"
"AARS2","0.151166240043794"
"AARSD1","0.150122629796143"
"AASDH","0.151368497672031"
"AASDHPPT","0.151500542547708"
"AASS","0.151274697835988"
"AATBC","0.151761849785314"
"AATF","0.149600963557382"
"AATK","0.15385874863559"
"AATK-AS1","0.152019276762665"
"AB015752.3","0.152064718376468"
"AB019440.50","0.151274697835988"
"ABALON","0.153656478478467"
"ABAT","0.15030590260663"
"ABC12-49244600F4.4","0.153656478478467"
"ABC7-42404400C24.1","0.150542606222099"
"ABCA1","0.15030590260663"
"ABCA10","0.152393250225978"
"ABCA12","0.15192582328737"
"ABCA13","0.152870508898218"
"ABCA2","0.152749536827529"
"ABCA3","0.151980402171169"
"ABCA4","0.152304701262292"
"ABCA5","0.15311076815169"
"ABCA6","0.151386799039241"
"ABCA7","0.150122629796143"
"ABCA8","0.151386799039241"
"ABCA9","0.152304701262292"
"ABCA9-AS1","0.153054149933489"
"ABCB1","0.152064718376468"
"ABCB10","0.151606887956614"
"ABCB11","0.151500542547708"
"ABCB4","0.150122629796143"
"ABCB5","0.15311076815169"
"ABCB6","0.148728451649781"
"ABCB7","0.151274697835988"
"ABCB8","0.152393250225978"
"ABCB9","0.150987475801965"
"ABCC1","0.151980402171169"
"ABCC10","0.151980402171169"
"ABCC11","0.15385874863559"
"ABCC12","0.151606887956614"
"ABCC2","0.149835737011514"
"ABCC3","0.151264603865474"
"ABCC4","0.150564727384074"
"ABCC5","0.152432861260041"
"ABCC5-AS1","0.14882192746809"
"ABCC6","0.150564727384074"
"ABCC8","0.150524362581243"
"ABCC9","0.150564727384074"
"ABCD1","0.148951708599353"
"ABCD2","0.149986455652108"
"ABCD3","0.151713664466843"
"ABCD4","0.151500542547708"
"ABCE1","0.151386799039241"
"ABCF1","0.152248854891321"
"ABCF2","0.151713664466843"
"ABCF3","0.151713664466843"
"ABCG1","0.152930564800807"
"ABCG2","0.151274697835988"
"ABCG4","0.149835737011514"
"ABCG5","0.150548049499139"
"ABCG8","0.1496116615457"
"ABHD1","0.152457616233038"
"ABHD10","0.152868480392843"
"ABHD11","0.151274697835988"
"ABHD11-AS1","0.152457616233038"
"ABHD12","0.14882192746809"
"ABHD12B","0.149813631920417"
"ABHD13","0.151980402171169"
"ABHD14A","0.151166240043794"
"ABHD14A-ACY1","0.152879188207048"
"ABHD14B","0.15192582328737"
"ABHD15","0.150524362581243"
"ABHD15-AS1","0.152879188207048"
"ABHD16A","0.15192582328737"
"ABHD16B","0.150122629796143"
"ABHD17A","0.152304701262292"
"ABHD17B","0.152304701262292"
"ABHD17C","0.150548049499139"
"ABHD18","0.152064718376468"
"ABHD2","0.151386799039241"
"ABHD3","0.150548049499139"
"ABHD4","0.151274697835988"
"ABHD5","0.150542606222099"
"ABHD6","0.152457616233038"
"ABHD8","0.153656478478467"
"ABI1","0.150542606222099"
"ABI2","0.150524362581243"
"ABI3","0.151166240043794"
"ABI3BP","0.149835737011514"
"ABL1","0.151368497672031"
"ABL2","0.151980402171169"
"ABLIM1","0.150122629796143"
"ABLIM2","0.149103798871864"
"ABLIM3","0.150548049499139"
"ABO","0.149986455652108"
"ABR","0.15030590260663"
"ABRA","0.150122629796143"
"ABRACL","0.152176311919746"
"ABT1","0.151274697835988"
"ABTB1","0.151274697835988"
"ABTB2","0.152176311919746"
"AC000032.2","0.14974455430417"
"AC000035.3","0.150548049499139"
"AC000036.4","0.150447529565813"
"AC000067.1","0.152879188207048"
"AC000068.10","0.150548049499139"
"AC000068.5","0.152879188207048"
"AC000068.9","0.151386799039241"
"AC000111.6","0.149835737011514"
"AC000124.1","0.151500542547708"
"AC000403.4","0.150548049499139"
"AC001226.7","0.15192582328737"
"AC002064.5","0.151980402171169"
"AC002066.1","0.151606887956614"
"AC002076.10","0.149998984178676"
"AC002115.5","0.151980402171169"
"AC002115.9","0.149835737011514"
"AC002116.7","0.150987475801965"
"AC002117.1","0.14882192746809"
"AC002128.5","0.152064718376468"
"AC002306.1","0.1496116615457"
"AC002310.12","0.150447529565813"
"AC002310.13","0.150122629796143"
"AC002310.7","0.148506036125004"
"AC002331.1","0.153724990326193"
"AC002383.2","0.151386799039241"
"AC002398.11","0.149986455652108"
"AC002398.12","0.152304701262292"
"AC002398.13","0.151500542547708"
"AC002429.5","0.151209699763843"
"AC002451.3","0.15030590260663"
"AC002454.1","0.151500542547708"
"AC002456.2","0.150524362581243"
"AC002463.3","0.152393250225978"
"AC002467.7","0.153656478478467"
"AC002480.2","0.151209699763843"
"AC002480.3","0.151166240043794"
"AC002480.4","0.15192582328737"
"AC002511.2","0.152248854891321"
"AC002511.3","0.151713664466843"
"AC002539.1","0.152064718376468"
"AC002550.5","0.15030590260663"
"AC002550.6","0.151209699763843"
"AC003002.6","0.152901190543718"
"AC003005.2","0.152937673523544"
"AC003075.4","0.149813631920417"
"AC003084.2","0.150987475801965"
"AC003088.1","0.150987475801965"
"AC003090.1","0.151606887956614"
"AC003092.1","0.152937673523544"
"AC003092.2","0.151761849785314"
"AC003101.1","0.15030590260663"
"AC003956.1","0.152393250225978"
"AC003958.2","0.150548049499139"
"AC003984.1","0.150564727384074"
"AC003986.5","0.151713664466843"
"AC003986.6","0.151606887956614"
"AC003986.7","0.15030590260663"
"AC003991.3","0.15030590260663"
"AC004012.1","0.152393250225978"
"AC004019.13","0.152937673523544"
"AC004053.1","0.151761849785314"
"AC004066.3","0.153707109835551"
"AC004067.5","0.151166240043794"
"AC004069.2","0.150548049499139"
"AC004076.5","0.150564727384074"
"AC004076.7","0.151067402584456"
"AC004076.9","0.15030590260663"
"AC004112.4","0.149051353470145"
"AC004156.3","0.150447529565813"
"AC004158.1","0.152176311919746"
"AC004158.3","0.152457616233038"
"AC004160.4","0.151761849785314"
"AC004221.2","0.152749536827529"
"AC004231.2","0.152019276762665"
"AC004237.1","0.151067402584456"
"AC004257.1","0.150809563700532"
"AC004381.6","0.151386799039241"
"AC004381.7","0.152879188207048"
"AC004448.2","0.151067402584456"
"AC004448.5","0.152901190543718"
"AC004449.6","0.151713664466843"
"AC004471.10","0.151274697835988"
"AC004471.9","0.151500542547708"
"AC004490.1","0.15328866929788"
"AC004510.3","0.152997702597429"
"AC004540.4","0.148308154899935"
"AC004540.5","0.150524362581243"
"AC004549.6","0.151606887956614"
"AC004556.1","0.151166240043794"
"AC004593.3","0.152019276762665"
"AC004603.4","0.149453049337807"
"AC004623.2","0.151386799039241"
"AC004637.1","0.151274697835988"
"AC004692.4","0.152304701262292"
"AC004702.2","0.15030590260663"
"AC004754.3","0.150564727384074"
"AC004775.5","0.15192582328737"
"AC004791.2","0.150809563700532"
"AC004813.1","0.15328866929788"
"AC004824.2","0.151067402584456"
"AC004837.5","0.152304701262292"
"AC004854.4","0.151067402584456"
"AC004862.6","0.149986455652108"
"AC004870.3","0.150809563700532"
"AC004878.2","0.151067402584456"
"AC004878.8","0.152248854891321"
"AC004893.11","0.148884095934045"
"AC004895.4","0.150122629796143"
